$k$	no_basis_cross		no_basis_test		basis_cross			basis_test
1	37.52981349037695	44.01642965365188	28.78911747132245	30.26744238122664
2	30.232181061635934	34.84114009877059	26.18837863475094	28.382217037889895
3	26.93968194188119	32.20558361910458	23.804041380557386	26.5603133022723
4	26.177187358856212	30.645130159002235	22.09032521586629	23.83276391329117
5	24.912879835977943	28.286173753054985	20.738081968392216	21.77507921513151
6	24.30481665830434	28.388570169930453	20.130119743750072	21.813762402597206
7	24.045578821916497	27.829372049292544	20.088725383807375	21.900783544904453
8	23.93238097885264	27.62940695273575	20.192849446212882	21.897733955789434
9	23.553279587919693	27.145745012675526	19.297245284435142	22.02694846079194
10	22.87754245924457	26.15100337729019	18.68610785258567	21.07789265155987
11	22.936063395709063	26.10522648390962	18.653648609589492	20.91134050704141
12	23.0123559430166	26.203337950256564	18.54072504399405	21.115487227577024
13	23.17317153083585	25.081388777344092	18.531483796143725	20.077605226890636
